title,description
Turkcell İnternet Ve Hat Çekmiyor,“Sorunum çözüldü. Keşke en başında iş buralara gelmeden çözülebilseydi. Yine de sağ olsunlar hem Turkcell iletişim merkezindekiler hem de bayi çalışanları çok ilgiliydi. Tekrar hepsine teşekkür ediyorum.”
Turkcell Mağazasında Beklenmedik Ücret Farklılıkları Ve Sinir Bozucu Deneyim,“İlginize çok teşekkür ederim 🙏🏻”
Turkcell'den Şaşırtan Fatura Ve Cayma Bedeli Sürprizleri,“Temsilci çok kibardı her şeyi ayrıntılı bir şekilde anlattı ve sorunumu çözdüler. teşekkürler ”
Turkcell Hat Aktivasyon Sorunu Ve Kimlik Hatası,“5325320000 numarasını ben arayamıyordum. Şikayetimden sonra onlar beni arayarak ulaştılar. İptal işlemlerine başlandığını söylediler. Telefondaki kişi bu sefer çok anlayışlı ve konuşmasını bilen biriydi.. Teşekkürler...”
Turkcell'den Şaşırtan Fatura Ve Cayma Bedeli Sürprizleri,“Yardımcı olduğunuz için teşekkür ederim”
Turkcell Hat Taşıma Kampanyası İptali!,“Turkcell yetkililerinin ilçemize baz istasyonu kurulacağından ne yazık ki haberleri yokmuş demek ki. Bana mümkün olmadığı yazıldı ve 1 hafta sonra baz istasyonu kuruldu. Markaya değil kendime teşekkür ediyorum”
Turkcell WhatsApp Engel Yedim,“Teşekkürler”
Turkcell Fatura Alımı İnsaf,“Gerekli düzeltmeyi yapan Turkcell e teşekkür ediyorum.”
Yanlış Faturalar Ve Kayıp GB'lar: Turkcell'in Müşteri Hizmetleri Sorunu,"“Müşteri temsilcisi çok ilgiliydi. Hem ücret iadesi yapıldı, hem de deprem bölgesi olduğu için ek GB verildi
Sağ olsun.. Teşekkürler...”"
Turkcell Gönderdiğiniz Faturayı Kabul Etmiyorum,“Teşekkür ederim”
Turkcell Ücretsiz Youtube.com Premium Üyeliğimi Vermiyor,“Çok teşekkürler”
Turkcell Yanlış Bilgilendirme Ve Yaratılan Maddi Zarar,“Şikayet çözüldü Turkcell ve sevgili çalışanlarına teşekkürlerlerimle.:)”
Turkcell Yurt Dışında Hem Rezil Oldum Hem Ekstra 480 TL İstiyor,"“Fatura düzeltildi, gerekli açıklamalar yapıldı ve geri bildirimler dinlendi, teşekkürler.”"
Turkcell Mobil Ödemeden Bilgisiz Para Çekilmesi Ve Faturaya Yansıtılması,“Aradan kısa bir süre sonra aranıp sorunum halledildi çok teşekkür ederim”
Turkcell Superbox Fazla Fatura,“Teşekkür ederim”
Turkcell WhatsApp Engel Yedim,“Hızlı dönüş ve alakalarından dolayı teşekkür ederim”
Turkcell Mobil İnternet Sorunu Ve Çağrı Bekletmenin Çalışmaması!,“Öznur hanım aradı ilgilendi deprem bölgesinde olduğum için hediye internet tanımladı sağ olsun. Teşekkürler”
Turkcell Saçma Sapan SMS Aşım Ücreti,“İlgilerinden dolayı çok teşekkür ederiz”
Superonline Superbox Ve Abartılı Fatura,“Kötü bir deneyim oldu ama yine de arayıp çözüm odaklı ilerlenip yardımcı olunması hoş. Bekir bey'e destekleri için teşekkürler.”
Turkcell Kontrat Yenilenmesi Sonrası İlk Faturada Yaşanan Problem,“Teşekkürler”
Turkcell Sözleşme İmzaladığımız Halde Kontratsız Fiyattan Faturalama Yapıldı.,"“Sorun Çözümünde krizi iyi yöneten ve yönlendiren Müşteri Temsilcisi Türkan hanıma nezdinizde çok teşekkür ederim.
Teşekkürler Turkcell”"
Turkcell'E Geçiş Yap Mağdur Ol!,“Turkcell'in profesyonelliği müşterini algısı ve kalitesi ile çözüldü.teşekkürler”
Turkcell Müşteriyi Mağdur Ediyor,“Teşekkürler bilgilendirme için”
Turkcell 340 TL Paket İçin 781 TL Fatura Gönderdi,“Şikayet var sitesine ve benimle iletişime geçen Turkcell müşteri hizmetleri 3 kişi aradı beni 3 kişiye ayrı ayrı teşekkürler.”
Turkcell İnternetimin Çok Hızlı Tükenmesi,“Neler yapmam gerektiğini anlaşılır bicimde anlatan müşteri temsilcisine ve bana ulaşana kadar defalarca arayan Turkcell e teşekkür ederim”
Turkcell Superbox İnternet Çekimi Sorunu,“Dün gece ilk defa sorun olmadı düzeldi internetim.teşekkürler”
Turkcell Fatura Saçmalığı Var,“İlgili yaklaşımı ve sorunu hızlıca çözmesi nedeniyle Demet hanıma teşekkür ederim.”
Turkcell'e Geçişte Aktivasyon Sorunu Ve Teknik Aksaklıklar,"“Turkcell yetkilileri aradı ve yaşanan durumdan dolayı üzgün olduklarını belirttiler. Şikayetimde haklı olduğumu, hat devri için devlet hariç, kendilerinin ve bayilerinin ücret talebinde bulunmadığını belirttiler. Ben de onların nezdinde beni aydınlatan İzmir' deki Turkcell bayilerine teşekkürlerimi ilettim. Konunun takipçisi olacaklarını ve bayilerini daha sıkı denetleyeceklerini belirttiler. Kendilerine ilgilerinden dolayı teşekkür ederim.”"
Turkcell Pasaj Üzerinden Bilgim Olmadan Alışveriş Yapılması,“Sorunum çözüldü teşekkür ederim”
Turkcell'in Voip Mağduriyeti,"“Müşteri hizmetleri benimle iletişime geçti, mağduriyetimi gidermek adına ek paket tutarında iade işlemi gerçekleştirildi. Arayan kişi oldukça kibar ve ilgiliydi. Teşekkür ederim.”"
Turkcell Esım İle Yurt Dışı Cihazımda Bağlantı Sorunu,“Kısa bir süre içinde arandım ve sorunumun çözüldüğü söylendi. Birkaç saat sonra da bilgi bana yansıdı teşekkür ederim. İyi ki Turkcell”
Turkcell Den Türk Telekom'a Geçiş Ücreti,“Teşekkürler.”
Turkcell Fatura Mağduriyeti Ek Fatura,“Teşekkür ederim”
Turkcell Paycell Başka Hesaba Para Aktarıyor,“Müşteri hizmetlerinden Gamze hanım aradı faturama yansıyan ücreti iptal etti ve deprem bölgesinde olduğum için 500 dakika 500 SMS 5 GB acil iletişim paketi tanımladı. Turkcell yine kalitesini gösterdi Gamze hanıma da çok teşekkür ediyorum.”
Turkcell Fatura Hat Pişmanlığı,"“Sorunun sebebi; operatör değiştirmem sebebiyle telefonun mesaj ayarlarının bozulması ve yeni ayarların olmaması sebebiyle mesajların telefonuma gelmemesiymiş. Ayarlar yapıldı, uygulamaya gelen mesaj şifresi girilince sorun çözüldü. Uygulamaya giriş esnasında yukarıda görünen harf ve sayı kombinasyonunun yanıltıcı olduğunu mesajı beklemeden bunu girdiğim için mesaj hatasını anlayamadığımı belirttim. Sorun çözüldü. Teşekkürler.”"
Turkcell Para İadesi Yapmıyor,“Çözüm hakkında hemen bilgi verildi teşekkürler”
Turkcell’in Haksız Servis Ücreti,“Merhaba Cansu hanım'la görüşme sağladım o kadar iyi bilgilendirme yaptı ki çok memnun kaldım ☺️ teşekkürler”
Turkcell Fatura Borcu Bilgilendirmeme,“Şikayetim üzerine durumla ilgili arandım ve orta yol bulundu. Teşekkürler”
Turkcell Faturalı Hat Kontrat Yenileme Her Daim Sorun.!,“Biraz geç oldu ama iadesi yapıldı.teşekkürler”
Turkcell Arayıp Yüzüme Kapatıyor,“Teşekkür ederim çözüm için”
Turkcell Telefon Faturası Yüksekliği,“Turkcell beni bu sefer şaşırttın gerçekten umarım bir daha yasanmaz böyle bir durum teşekkürler”
Turkcell Hat Taşımda Farklı Tarife Uygulanması,“Teşekkürler”
Turkcell Bir Ayda 2 Fatura Kesilmiş Yazık...,“Teşekkürler”
Turkcell E-Şirket Fatura Hesaplamasını Yanlış Yapıyor,“Teşekkürler”
Turkcell Habersiz Yapılan Tahsilat,"“Merhabalar, bu konu ile ilgili şikayetime hızlı geri dönüş yaptığınız için teşekkür ederim.
Ayrıca bir transferim daha var. Onunda iadesi hakkında geri dönüşünüzü bekliyorum.
Teşekkürler”"
Turkcell Faturalı Hat Kontrat Yenileme Her Daim Sorun.!,"“Zaten haklı olduğum bir konuda hakkım geri verildi, daha önce görüştüğüm personeller işi yokuşa sürdü ama iletişime geçen ablama özel teşekkür ederim.”"
Turkcell Fazla Alınan Devir Ücreti,“Turkcell müşteri hizmetleri tarafından şikayetim gayet nazik bir şekilde çözüldü Teşekkür ederim”
Turkcell Hat Taşıma Tarife Problemi,“Turkcell sorunumu çözdü teşekkürler”
Turkcell Fatura Kontratı Sonlanınca Habersiz Paket Yapması,“Gayet ilgili davrandılar çözüme ulaştırdılar fatura iptalimi sağladılar teşekkürler”
Turkcell WhatsApp Engel Yedim,“Hızlı şekilde geri dönüş yapılarak mağduriyetim giderildi. teşekkürler ”
Turkcell Yurt Dışı SMS Servisi,“Buraya şikayetimi dile getirdikten bir gün sonra tarafıma ulaştılar ve sorunu çözdüler.. Teşekkürler...”
Turkcell İnternet Bağlantı Sorunları Ve Müşteri Hizmetleri Telaşı,“Teşekkür”
Turkcell Uygulaması Ve Müşteri Hizmetleri İlgisizliği,“Teşekkürler”
Çorlu Turkcell Bayi Saygısızlık Ve Yanlış Bilgi,“Sorunum kısa sürede çözüldü teşekkür ederim.”
Turkcell Tarife Yenileme Ücretlerindeki Fahiş Artış,“Çok çabuk çözdüm buldular teşekkür ederim”
Turkcell Ve Orta Direğin Tekeri,“Çok teşekkür ediyorum. Sorunumu çözdüler”
Turkcell Ve Superbox Kalitesizliği,“Faturam firma tarafından iptal edildi. Teşekkür ediyorum”
Turkcell Faturasız Hattan Çıkamamak,“Geri dönüş yapıldığı ve talebim karşılandığı için teşekkürler.”
Turkcell Aktif Olmayan Hatlara Fatura Yolluyor,“Teşekkürler”
Turkcell Numara Taşıma Sorunu!,“İlgi ve alakasından dolayı Bekir beye teşekkür ederim.”
"Turkcell Çekim Kalitesi Nin Yetersizliği, Ve Mobil Veri Çekmeme Sorunu",“Müşteri hizmetleri çabucak iletişime geçti ve mağduriyetimin giderileceğini garantisini verdi önümüzdeki ay bunu daha net göreceğiz. İlgi alaka ve müşteri memnuniyetini göz ardı etmediğiniz için güvenimi kazandınız teşekkür ediyorum”
Turkcell İzinsiz Ücretlendirme Ve Bilgilendirme Eksikliği,“Gerçekten çok hızlı bir şekilde geri dönüş yapıldı ve sorunum çözüldü teşekkür ederim”
Turkcell Gece Kullanılmayan İnternet İçin Haksız Fatura Kesimi,“Teşekkür ederim çözüm sağladıkları için 🙏🏻”
Turkcell Fiber İnternet Teknik Servis Ücreti Şoku,“Benimle iletişime geçen müşteri temsilcisi çok anlayışlı ve açıklayıcıydı. Teşekkürler”
Turkcell Yanlış Yansıtılan Ödemeler Ve İade Sorunu,“Sorun çözüldü ama umarım bir daha aynı şeyi yaşatmazsınız. Teşekkürler”
Turkcell Mağduriyet Yaşama,“Halledildi. Teşekkürler...”
Yanlış Faturalar Ve Kayıp GB'lar: Turkcell'in Müşteri Hizmetleri Sorunu,“Sorunumu çözüme kavuşturduğunuz için teşekkür ederim.”
Turkcell Roaming Şikayeti - Yurt Dışındayken Kimse Bana Ulaşamıyor.,“Turkcell e anlayışı için teşekkür ediyorum”
Turkcell İptal Edilmeyen Abonelik Servisi,“Turkcell Müşteri hizmetlerine çözüm odaklı destekleri için teşekkür ederim.”
Turkcell Kara Listeden Çıkarma İşlemi İçin Yardım Talebi,“Problem çözüldü teşekkürler”
Turkcell E-sim Fahiş Fiyat Farkı,“Yeni aldığım sim kart ücretini faturamdan düşerek mağduriyetimi çözdüler.teşekkürler”
Turkcell İnternet Paketlerinin Çok Hızlı Bitmesi,“Şikayetimi kabul ettiler ve faturamı düzelttiler beni daha da dara koymadıkları için teşekkür ederim.”
Turkcell Çekmeyen Hat İçin Cayma Bedeli,“Müşteri temsilcisi o kadar güzel ve anlayışlıydı ki yaklaşımına ayrıca teşekkür ederim”
Turkcell Faturalı Hattıma Onaysız Yansıtılan Ücret,“Turkcell tarafından faturamda düzeltilme yapıldı Turkcell müşteri memnuniyetine önem verdiği ve mağduriyeti ortadan kaldırdığı için teşekkür ederim.”
Turkcell Ümraniye TİM Mağazası İşlemin Yapılmaması,"“Faturayı sildiler, fakat çok uğraştırdılar. Yine de şirkette insanlıktan nasibini almış kişiler varmış ki sorunu çözebildiler. Bu kişilerin sayısının artması dileğiyle.teşekkürler”"
Turkcell Haksız Kazanç Elde Ediyor,"“Sorunum hemen çözüldü, yardımlarınız için çok teşekkürler”"
Turkcell Yurt Dışında Kullanılmayan Numaralar Üzerinden Ücretlendirme Sorunu,“Bazı konularda sistemsel sorunlar yaşadığını düşünüyorum ama gene de hizmet tarafından Turkcell Superonline çok iyi bir marka.teşekkürler”
Turkcell Fatura Kontratı Sonlanınca Habersiz Paket Yapması,“⭐. Teşekkürler...”
Turkcell İnternet Bağlantı Sorunları Ve Müşteri Hizmetleri Telaşı,“Teşekkür ederim”
Turkcell WhatsApp Engel Yedim,“İlgilenen hanımefendinin ismini öğrenmeyi unuttum ama kendisine teşekkür ederim. Gerek güler yüzü ile gerek ilgi ve alakası ile çok anlayışlı bir hanımefendiydi. Kendisine çok teşekkür ederim. Turkcell gibi bir şirkete gerçekten böyle bir hanımefendinin dahil olması çok iyi”
Turkcell Kara Liste Sorunu Ve Müşteri Hizmetleri İlgisizliği,“Teşekkürler Turkcell 🙏🏻👏🏼”
Turkcell Yardım Etmek Yerine İşlemleri Yapmama Ve Akıl Verme Peşinde,“Çok sağ olun”
Turkcell Operatör Sorunu Ve Çekmemesi,“Mağduriyetimi giderdiğiniz ve hızlı geri dönüş yaptığınız için teşekkürler”
Turkcell'den Şaşırtan Fatura Ve Cayma Bedeli Sürprizleri,“Teşekkürler”
Turkcell Bayideki İnsanları Aşağılayan Kadın,“Sorunum çözüldü teşekkür ederim”
Turkcell'den Haksız Cayma Bedeli Şoku,“Çok teşekkür ederim mağdur edildim ama mağduriyetin giderilmeside iyi bir şey şikayet var sitesine teşekkür ederim”
Turkcell Hotspot 50 GB Paketi Bitmeden Kullanım Aşımı Yapıyor!,“Teşekkür ediyorum.”
Deprem Bölgesinde Çekmeyen Turkcell Hattı Ve Altyapı Sorunları,“Çok teşekkür ederim yeni tarifeye geçtim 🫶”
Turkcell Hat Tasıma İsteği,“Teşekkürler...”
Turkcell Borcum Olmadığı Halde İcramı Silmiyor,“Teşekkür”
"Paycell Adını Kesinti, Lütfen Tarafıma İademi Sağlayın.",“Teşekkürler”
Turkcell Çalışanınız Benim İznim Olmadan Faturalıya Geçirmiş Kimlikle,"“Öncelikle Şikayet var ve Turkcell firmasına akabinde benimle görüşen müşteri temsilcisine çok teşekkür ederim. Tarafıma iade tutarı ve hediye İnternet verildi, bunlar dan daha önemlisi ise değer verildi sorunun çözümü için uğraşıldı, (bu daha mutlu etti) teşekkürler.”"
Turkcell Kullanımsız Paket Aşımı,“Sorunum çözüldü teşekkür ederim”
"Turkcell İnternet Çekmiyor, Kopuyor Sürekli Donuyor.",“Sorunumu ücret iadesi yaparak cozduk. Bundan dolayı mus. TEM. Cansu hanıma çok teşekkür ederim. Elinden gelenin fazlasını yaptı diyebilirim.”
Turkcell Fatura Gecikme Bilgilendirmesi Yapmadan İcraya Veriyor,“Teşekkür ederim Alına hanım”
Turkcell Kullanımsız Paket Aşımı,“Bekir bey aradı az önce hemen sorunu çözdü kendisine teşekkür ediyorum”
Turkcell İnternet Bağlantısı Kesildi Ve Mağduriyet Yaşandı,“Markaya hızlı ve çözüm odaklı yanıtı için teşekkür ederim.”
Turkcell Hücresel Veri Yurt Dışı Fatura Adaletsiz Tahsili,“Şikayetimiz uzun bir süreçte de olsa çözümlendi. Teşekkür ederiz”
"Turkcell Ve Çözemediği Kapsama, Ses Ve Bağlantı Sorunu",“Teşekkürler Turkcell”
Turkcell Müşteri Temsilcisi Ve Sesli Yanıt Sistemi Yardımcı Olmuyor,“İlgili şubeden arandım ve işlemlerim kontrol edilerek açıklama yapıldı. Çok teşekkür ediyorum.”
Turkcell Borcumu Ödediğim Halde Borçlu Gözüküyorum,“Teşekkürler Turkcell”
Turkcell Bozulan Sim Kartın Ücretli Değişimi,“Turkcell müşteri hizmetleri tarafından arandım. Ben ek olarak tanımlanan internet paketlerinin ücretlendirilmesinin iptalini istedim. Turkcell ise hem bu ücretlendirmeyi iptal etti hem de bu ayki paket ücretini iptal etti. Teşekkür ederim.”
"Turkcell Pişmanlıktır, Gold Üyeliğimi Aktif Etmedi!",“Teşekkürler”
Turkcell Fatura Hatası Ve Yetki Hatası,“Birkaç gün sonra problem çözüldü. Teşekkürler...”
Turkcell TÖHAŞ Bedeli Şikayeti,“Hızlı ve pozitif yaklaşımdan ötürü teşekkür ederim.”
Turkcell Abone Merkezi Hatası,“Keşke en baştan hata yapılmasa ama çözüm için teşekkür ederim”
Turkcell'den Haksız Cayma Bedeli Şoku,“Ertesi gün arandım ve sorunumu çözmek için harekete geçtiler. Bir sonraki gün de sorunum çözüldü. Firmanın iletişim kurduğum çözüm odaklı çalışma arkadaşlarına teşekkür ediyorum.”
Turkcell Üniversitede Sinyal Sorunu: Akademik Çalışmalar Etkileniyor,“Çok kısa sürede çözüm üretildi. Teşekkürler”
Turkcell Bayisi Çalışanları Yardımcı Olmuyor,“Sorunumu 24 saat dolmadan çözdünüz teşekkür ederim”
Turkcell Li Olmak Pişmanlıktır,“Teşekkürler”
Turkcell Mobil Veri Sorunu,“Hızlı dönüş ve çözüm için teşekkürler”
Turkcell Kamu Tarifesine Geçtim Mağdurum,“Aygül hanıma ilgisi ve desteği için teşekkür ederim.”
Turkcell WhatsApp Engel Yedim,“Turkcell yetkililerine ilgilerinden dolayı teşekkür ederim”
Turkcell Habersiz Abonelik Ve Para İadesi Talebi,“İlk andan itibaren bizimle iletişime geçtiler ve sorun karşısında üzgün olduklarını ve bizi anladıklarını söylediler mağazaya iletişime geçeceklerini ilettiler 2 defa arandım ilgileri için ve anlayışları için çok teşekkür ederim”
Turkcell Eski Müşteriye İki Kat Fiyat Uyguluyor,"“Bu kadar hızlı dönüş yapılacağını tahmin etmemiştim, Turkcell'de olmanın bir nedeni daha çıktı...teşekkürler”"
Turkcell Superbox Satış Sonrası Hizmet Ve İletişim Problemi,"“Şikayetvar'a yazdığım şikayet sonrası müşteri temsilcileri ile gerçekleştirdiğimiz konuşma kayıtlarını inceleyip, dönüş yapan Yelda Hanım'a ve Turkcell'e, müşteri memnuniyetine önem verdikleri için teşekkür ederim.”"
Turkcell'den Haksız Cayma Bedeli Şoku,“27.03.2023 tarihinde Turkcell'den Zeynep hanım aradı. Yaklaşımından ötürü kendisine şahsi olarak teşekkürlerimi iletiyorum. Allah razı olsun. Zeynep hanım sorunun çözümüne yönelik yetkileri anlamında yardımcı oldu. Teşekkürler...”
Turkcell Superbox Mağduriyeti,“İlgilenildiği ve hatanın düzeltildiği için Teşekkür ederim.”
Turkcell Kullanımsız Paket Aşımı,“Kısa sürede çözüme ulaştırdıkları için teşekkür ederim”
Turkcell Superbox 1 Temmuz Olmadan Zam Yapması,“Şikayetimdeki fazla ödediğim tutarlar dahil iade edilerek yeni bir tarifeye geçiş sağladım.teşekkürler”
Turkcell GBT Yaptırmak Daha Kolay...,“Teşekkür sorunumu çözdüler”
